Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Pavle Ivelja,rs SRB,FW,Radnički Niš,25,1998,5.3,1,,,,,,,,,0,0,Matches
Pavle Ivelja,rs SRB,FW,Radnički Kragujevac,25,1998,6.4,1,,,,,,,,,0,0,Matches
Aleksa Janković,rs SRB,FW,Čukarički,23,2000,1.5,0,,,,,,,,,0,0,Matches
Aleksa Janković,rs SRB,FW,Partizan,23,2000,2.2,1,,,,,,,,,0,0,Matches
Igor Jeličić,rs SRB,DF,Vojvodina,23,2000,9.4,0,,,,,,,,,0,0,Matches
Jo Jinho,kr KOR,MF,Novi Pazar,20,2003,10.7,1,,,,,,,,,0,0,Matches
Bogdan Jocic,rs SRB,MF,Voždovac,22,2001,17.7,3,,,,,,,,,0,0,Matches
Veljko Jocić,rs SRB,FW,Spartak Subotic,17,2006,3.7,1,,,,,,,,,0,0,Matches
Nikola Jojić,rs SRB,MF,Mladost Lučani,19,2003,2.0,0,,,,,,,,,0,0,Matches
Milan Joksimović,rs SRB,DF,Mladost Lučani,33,1990,27.7,0,,,,,,,,,0,0,Matches
Aleksandar Jovanović,rs SRB,GK,Partizan,30,1992,33.4,0,,,,,,,,,0,0,Matches

Dušan Jovanović,rs SRB,FW,Partizan,17,2006,0.1,0,,,,,,,,,0,0,Matches
Lazar Jovanović,rs SRB,FW,Vojvodina,16,2006,2.8,1,,,,,,,,,0,0,Matches
Lazar Jovanović,rs SRB,FW,Radnički Niš,30,1993,5.9,0,,,,,,,,,0,0,Matches
Lazar Jovanović,rs SRB,FW,Radnik Surdulica,30,1993,5.5,0,,,,,,,,,0,0,Matches
Marko Jovanović,rs SRB,FW,FK Železničar Pančevo,35,1988,7.6,0,,,,,,,,,0,0,Matches
Saša Jovanović,rs SRB,MF,Novi Pazar,29,1993,0.5,1,,,,,,,,,0,0,Matches
Saša Jovanović,rs SRB,"FW,MF",TSC Bačka Top,31,1991,27.9,8,,,,,,,,,0,0,Matches
Stefan Jovanović,rs SRB,DF,Napredak Kruš,29,1994,27.0,1,,,,,,,,,0,0,Matches
Strahinja Jovanović,rs SRB,FW,FK Železničar Pančevo,24,1999,10.3,1,,,,,,,,,0,0,Matches
Vukašin Jovanović,rs SRB,DF,Čukarički,27,1996,21.8,0,,,,,,,,,0,0,Matches
Đorđe Jovanović,rs SRB,FW,Napredak Kruš,21,2001,14.6,3,,,,,,,,,0,0,Matches
Đorđe Jovanović,rs SRB,FW,Radnički Kragujevac,20,2003,3.0,0,,,,,,,,,0,0,Matches
Filip Jović,rs SRB,MF,Napredak Kruš,25,1997,13.7,0,,,,,,,,,0,0,Matches
