club_id,club,num_of_players,avg_age,avg_possession,matches_played,league,season
190,Nice,27,25,52,34,Ligue_1,2023_2024
190,Nice,27,25,51,38,Ligue_1,2021_2022
191,Nordsjælland,28,22,54,32,Danish_Superliga,2022_2023
191,Nordsjælland,33,21,54,32,Danish_Superliga,2021_2022
191,Nordsjælland,28,23,57,32,Danish_Superliga,2023_2024
192,Norwich City,28,26,42,38,Premier_League,2021_2022
193,Nott'ham Forest,33,25,40,38,Premier_League,2023_2024
193,Nott'ham Forest,33,26,37,38,Premier_League,2022_2023
194,Novi Pazar,38,25,,37,Serbian_SuperLiga,2021_2022
194,Novi Pazar,35,25,,37,Serbian_SuperLiga,2022_2023
194,Novi Pazar,40,25,,37,Serbian_SuperLiga,2023_2024
195,OFI Crete,30,28,,33,Super_League_Greece,2023_2024
195,OFI Crete,31,27,,33,Super_League_Greece,2021_2022
195,OFI Crete,33,27,,33,Super_League_Greece,2022_2023
196,OH Leuven,29,24,44,30,Belgian_Pro_League,2023_2024
196,OH Leuven,30,26,49,34,Belgian_Pro_League,2021_2022
196,OH Leuven,29,25,50,34,Belgian_Pro_League,2022_2023
197,Odense,35,25,50,32,Danish_Superliga,2022_2023
197,Odense,27,25,52,32,Danish_Superliga,2021_2022
197,Odense,30,25,49,32,Danish_Superliga,2023_2024
198,Olympiacos,36,27,,36,Super_League_Greece,2023_2024
198,Olympiacos,35,28,,36,Super_League_Greece,2021_2022
198,Olympiacos,42,28,,36,Super_League_Greece,2022_2023
199,Oostende,30,23,45,34,Belgian_Pro_League,2021_2022
199,Oostende,33,24,43,34,Belgian_Pro_League,2022_2023
200,Osasuna,29,27,46,38,La_Liga,2021_2022
200,Osasuna,26,27,48,38,La_Liga,2022_2023
200,Osasuna,29,27,47,38,La_Liga,2023_2024
201,PAOK,28,27,,36,Super_League_Greece,2023_2024
201,PAOK,33,27,,36,Super_League_Greece,2021_2022
201,PAOK,30,26,,36,Super_League_Greece,2022_2023
202,PAS Giannina,34,28,,33,Super_League_Greece,2023_2024
202,PAS Giannina,26,27,,36,Super_League_Greece,2021_2022
202,PAS Giannina,34,26,,33,Super_League_Greece,2022_2023
203,PAS Lamia,32,29,,36,Super_League_Greece,2023_2024
203,PAS Lamia,30,28,,33,Super_League_Greece,2021_2022
203,PAS Lamia,37,29,,33,Super_League_Greece,2022_2023
204,PFC Hebar Pazardzhik,36,26,,35,Bulgarian_First_League,2022_2023
204,PFC Hebar Pazardzhik,28,25,,35,Bulgarian_First_League,2023_2024
205,PSV Eindhoven,32,25,55,34,Eredivisie,2022_2023
205,PSV Eindhoven,30,25,57,34,Eredivisie,2021_2022
205,PSV Eindhoven,29,26,64,34,Eredivisie,2023_2024
206,Panathinaikos,32,29,,36,Super_League_Greece,2023_2024
206,Panathinaikos,28,28,,36,Super_League_Greece,2021_2022
206,Panathinaikos,27,28,,36,Super_League_Greece,2022_2023
207,Panetolikos,30,27,,33,Super_League_Greece,2023_2024
207,Panetolikos,29,26,,33,Super_League_Greece,2021_2022
207,Panetolikos,33,27,,33,Super_League_Greece,2022_2023
208,Panserraikos,32,26,,33,Super_League_Greece,2023_2024
209,Paris S-G,26,26,60,38,Ligue_1,2022_2023
209,Paris S-G,29,24,65,34,Ligue_1,2023_2024
209,Paris S-G,36,27,63,38,Ligue_1,2021_2022
210,Partizan,32,27,,37,Serbian_SuperLiga,2021_2022
210,Partizan,30,27,,37,Serbian_SuperLiga,2022_2023
210,Partizan,32,26,,37,Serbian_SuperLiga,2023_2024
211,Paços,30,27,49,34,Primeira_Liga,2021_2022
211,Paços,36,26,46,34,Primeira_Liga,2022_2023
212,Pendikspor,35,29,50,38,Super_Lig,2023_2024
213,Piast Gliwice,29,27,,34,Ekstraklasa,2021_2022
213,Piast Gliwice,25,27,,34,Ekstraklasa,2022_2023
213,Piast Gliwice,29,27,,34,Ekstraklasa,2023_2024
214,Pirin Blagoevgrad,35,26,,35,Bulgarian_First_League,2022_2023
214,Pirin Blagoevgrad,35,25,,35,Bulgarian_First_League,2023_2024
214,Pirin Blagoevgrad,36,30,,32,Bulgarian_First_League,2021_2022
215,Pogoń Szczecin,27,27,,34,Ekstraklasa,2021_2022
215,Pogoń Szczecin,30,27,,34,Ekstraklasa,2022_2023
215,Pogoń Szczecin,29,28,,34,Ekstraklasa,2023_2024
216,Portimonense,31,25,44,34,Primeira_Liga,2023_2024
216,Portimonense,35,25,48,34,Primeira_Liga,2021_2022
216,Portimonense,35,25,48,34,Primeira_Liga,2022_2023
217,Porto,32,25,63,34,Primeira_Liga,2023_2024
217,Porto,33,25,62,34,Primeira_Liga,2021_2022
217,Porto,28,27,58,34,Primeira_Liga,2022_2023
218,Proleter NS,37,26,,37,Serbian_SuperLiga,2021_2022
219,Puszcza Niepołomice,33,26,,34,Ekstraklasa,2023_2024
220,R.F.C. Seraing,29,24,47,34,Belgian_Pro_League,2021_2022
220,R.F.C. Seraing,31,24,41,34,Belgian_Pro_League,2022_2023
221,RB Leipzig,25,26,58,34,Bundesliga,2022_2023
221,RB Leipzig,29,25,56,34,Bundesliga,2021_2022
221,RB Leipzig,26,25,55,34,Bundesliga,2023_2024
222,RB Salzburg,31,22,56,32,Austrian_Bundesliga,2022_2023
222,RB Salzburg,31,22,64,32,Austrian_Bundesliga,2021_2022
222,RB Salzburg,30,22,58,32,Austrian_Bundesliga,2023_2024
223,RKC Waalwijk,27,26,45,34,Eredivisie,2022_2023
223,RKC Waalwijk,26,25,43,34,Eredivisie,2021_2022
223,RKC Waalwijk,26,26,45,34,Eredivisie,2023_2024
224,RKS Raków,36,25,,34,Ekstraklasa,2021_2022
224,RKS Raków,30,26,,34,Ekstraklasa,2022_2023
224,RKS Raków,34,25,,34,Ekstraklasa,2023_2024
225,RWD Molenbeek,38,25,43,30,Belgian_Pro_League,2023_2024
226,Radnik Surdulica,31,24,,37,Serbian_SuperLiga,2021_2022
226,Radnik Surdulica,36,25,,37,Serbian_SuperLiga,2022_2023
226,Radnik Surdulica,33,24,,37,Serbian_SuperLiga,2023_2024
227,Radnički Kragujevac,42,26,,37,Serbian_SuperLiga,2021_2022
227,Radnički Kragujevac,40,27,,37,Serbian_SuperLiga,2022_2023
227,Radnički Kragujevac,37,25,,37,Serbian_SuperLiga,2023_2024
228,Radnički Niš,34,27,,37,Serbian_SuperLiga,2021_2022
228,Radnički Niš,42,25,,37,Serbian_SuperLiga,2022_2023
228,Radnički Niš,40,25,,37,Serbian_SuperLiga,2023_2024
229,Radomiak Radom,29,27,,34,Ekstraklasa,2021_2022
229,Radomiak Radom,33,27,,34,Ekstraklasa,2022_2023
229,Radomiak Radom,34,27,,34,Ekstraklasa,2023_2024
230,Randers,31,26,48,32,Danish_Superliga,2022_2023
230,Randers,27,26,47,32,Danish_Superliga,2021_2022
230,Randers,31,25,48,32,Danish_Superliga,2023_2024
231,Rapid Wien,29,25,52,32,Austrian_Bundesliga,2022_2023
231,Rapid Wien,39,24,53,32,Austrian_Bundesliga,2021_2022
231,Rapid Wien,31,24,53,32,Austrian_Bundesliga,2023_2024
232,Rayo Vallecano,28,27,49,38,La_Liga,2021_2022
232,Rayo Vallecano,28,27,51,38,La_Liga,2022_2023
232,Rayo Vallecano,26,29,49,38,La_Liga,2023_2024
233,Real Madrid,31,27,59,38,La_Liga,2021_2022
233,Real Madrid,26,27,60,38,La_Liga,2022_2023
233,Real Madrid,27,27,59,38,La_Liga,2023_2024
234,Real Sociedad,32,25,54,38,La_Liga,2021_2022
234,Real Sociedad,30,25,54,38,La_Liga,2022_2023
234,Real Sociedad,31,25,55,38,La_Liga,2023_2024
235,Red Star,36,28,,37,Serbian_SuperLiga,2021_2022
235,Red Star,37,27,,37,Serbian_SuperLiga,2022_2023
235,Red Star,34,26,,37,Serbian_SuperLiga,2023_2024
236,Reims,34,24,48,38,Ligue_1,2022_2023
236,Reims,29,25,50,34,Ligue_1,2023_2024
236,Reims,35,24,42,38,Ligue_1,2021_2022
237,Rennes,32,25,55,38,Ligue_1,2022_2023
237,Rennes,29,25,52,34,Ligue_1,2023_2024
237,Rennes,28,25,55,38,Ligue_1,2021_2022
238,Ried,33,25,45,32,Austrian_Bundesliga,2022_2023
238,Ried,26,25,45,32,Austrian_Bundesliga,2021_2022
239,Rio Ave,33,27,48,34,Primeira_Liga,2023_2024
239,Rio Ave,30,26,48,34,Primeira_Liga,2022_2023
240,Rizespor,29,25,47,38,Super_Lig,2023_2024
240,Rizespor,36,28,48,38,Super_Lig,2021_2022
241,Roma,30,27,48,38,Serie_A,2022_2023
241,Roma,30,27,54,38,Serie_A,2023_2024
241,Roma,29,26,51,38,Serie_A,2021_2022
242,Ruch Chorzów,37,27,,34,Ekstraklasa,2023_2024
243,SC Austria Lustenau,26,24,48,32,Austrian_Bundesliga,2022_2023
243,SC Austria Lustenau,30,24,40,32,Austrian_Bundesliga,2023_2024
244,SCR Altach,32,25,48,32,Austrian_Bundesliga,2022_2023
244,SCR Altach,32,26,43,32,Austrian_Bundesliga,2021_2022
244,SCR Altach,29,26,43,32,Austrian_Bundesliga,2023_2024
245,SK Austria Klagenfurt,25,27,46,32,Austrian_Bundesliga,2022_2023
245,SK Austria Klagenfurt,28,25,38,32,Austrian_Bundesliga,2021_2022
245,SK Austria Klagenfurt,23,26,48,32,Austrian_Bundesliga,2023_2024
246,Saint-Étienne,39,25,48,38,Ligue_1,2021_2022
247,Salernitana,30,27,44,38,Serie_A,2022_2023
247,Salernitana,39,27,44,38,Serie_A,2023_2024
247,Salernitana,42,27,41,38,Serie_A,2021_2022
248,Sampdoria,40,27,46,38,Serie_A,2022_2023
248,Sampdoria,34,29,46,38,Serie_A,2021_2022
249,Samsunspor,33,27,47,38,Super_Lig,2023_2024
250,Santa Clara,32,26,45,34,Primeira_Liga,2021_2022
250,Santa Clara,34,25,42,34,Primeira_Liga,2022_2023
251,Sassuolo,31,26,49,38,Serie_A,2022_2023
251,Sassuolo,30,26,43,38,Serie_A,2023_2024
251,Sassuolo,29,26,54,38,Serie_A,2021_2022
252,Schalke 04,35,27,46,34,Bundesliga,2022_2023
253,Septemvri Sofia,37,23,,35,Bulgarian_First_League,2022_2023
254,Sevilla,33,28,59,38,La_Liga,2021_2022
254,Sevilla,35,28,52,38,La_Liga,2022_2023
254,Sevilla,35,28,50,38,La_Liga,2023_2024
255,Sheffield Utd,35,25,35,38,Premier_League,2023_2024
256,Silkeborg,30,25,58,32,Danish_Superliga,2022_2023
256,Silkeborg,26,24,58,32,Danish_Superliga,2021_2022
256,Silkeborg,28,24,53,32,Danish_Superliga,2023_2024
257,Sint-Truiden,25,23,56,30,Belgian_Pro_League,2023_2024
257,Sint-Truiden,32,26,43,34,Belgian_Pro_League,2021_2022
257,Sint-Truiden,24,27,44,34,Belgian_Pro_League,2022_2023
258,Sivasspor,34,29,41,38,Super_Lig,2023_2024
258,Sivasspor,32,30,46,38,Super_Lig,2021_2022
258,Sivasspor,29,30,46,36,Super_Lig,2022_2023
259,Slavia Sofia,30,26,,36,Bulgarian_First_League,2022_2023
259,Slavia Sofia,34,26,,36,Bulgarian_First_League,2023_2024
259,Slavia Sofia,36,25,,31,Bulgarian_First_League,2021_2022
260,Southampton,36,24,44,38,Premier_League,2022_2023
260,Southampton,25,25,47,38,Premier_League,2021_2022
261,Sparta R'dam,30,26,47,34,Eredivisie,2022_2023
261,Sparta R'dam,32,27,42,34,Eredivisie,2021_2022
261,Sparta R'dam,26,25,47,34,Eredivisie,2023_2024
262,Spartak Subotic,43,24,,37,Serbian_SuperLiga,2021_2022
262,Spartak Subotic,34,25,,37,Serbian_SuperLiga,2022_2023
262,Spartak Subotic,38,24,,37,Serbian_SuperLiga,2023_2024
263,Spezia,34,25,47,38,Serie_A,2022_2023
263,Spezia,30,24,42,38,Serie_A,2021_2022
264,Sporting CP,29,26,59,34,Primeira_Liga,2023_2024
264,Sporting CP,31,26,59,34,Primeira_Liga,2021_2022
264,Sporting CP,32,25,63,34,Primeira_Liga,2022_2023
265,Stal Mielec,35,26,,34,Ekstraklasa,2021_2022
265,Stal Mielec,26,27,,34,Ekstraklasa,2022_2023
265,Stal Mielec,26,27,,34,Ekstraklasa,2023_2024
266,Standard Liège,34,24,50,30,Belgian_Pro_League,2023_2024
266,Standard Liège,38,24,48,34,Belgian_Pro_League,2021_2022
266,Standard Liège,30,25,51,34,Belgian_Pro_League,2022_2023
267,Strasbourg,29,27,45,38,Ligue_1,2022_2023
267,Strasbourg,30,24,44,34,Ligue_1,2023_2024
267,Strasbourg,26,27,49,38,Ligue_1,2021_2022
268,Sturm Graz,30,24,49,32,Austrian_Bundesliga,2022_2023
268,Sturm Graz,24,24,50,32,Austrian_Bundesliga,2021_2022
268,Sturm Graz,27,24,49,32,Austrian_Bundesliga,2023_2024
269,Stuttgart,30,24,50,34,Bundesliga,2022_2023
269,Stuttgart,34,24,50,34,Bundesliga,2021_2022
269,Stuttgart,27,25,59,34,Bundesliga,2023_2024
270,SønderjyskE,33,25,45,32,Danish_Superliga,2021_2022
271,TSC Bačka Top,33,26,,37,Serbian_SuperLiga,2021_2022
271,TSC Bačka Top,30,27,,37,Serbian_SuperLiga,2022_2023
271,TSC Bačka Top,26,26,,37,Serbian_SuperLiga,2023_2024
272,Tondela,27,25,45,34,Primeira_Liga,2021_2022
273,Torino,28,25,53,38,Serie_A,2022_2023
273,Torino,30,26,51,38,Serie_A,2023_2024
273,Torino,31,25,53,38,Serie_A,2021_2022
274,Tottenham,29,25,61,38,Premier_League,2023_2024
274,Tottenham,29,27,50,38,Premier_League,2022_2023
274,Tottenham,25,26,51,38,Premier_League,2021_2022
275,Toulouse,29,25,51,38,Ligue_1,2022_2023
275,Toulouse,26,23,48,34,Ligue_1,2023_2024
276,Trabzonspor,33,26,52,38,Super_Lig,2023_2024
276,Trabzonspor,31,27,55,38,Super_Lig,2021_2022
276,Trabzonspor,37,27,54,36,Super_Lig,2022_2023
277,Troyes,32,25,42,38,Ligue_1,2022_2023
277,Troyes,35,27,44,38,Ligue_1,2021_2022
278,Tsarsko Selo,46,28,,32,Bulgarian_First_League,2021_2022
279,Twente,26,26,57,34,Eredivisie,2022_2023
279,Twente,28,25,51,34,Eredivisie,2021_2022
279,Twente,26,25,56,34,Eredivisie,2023_2024
280,Udinese,30,26,48,38,Serie_A,2022_2023
280,Udinese,32,25,39,38,Serie_A,2023_2024
280,Udinese,29,26,42,38,Serie_A,2021_2022
281,Union Berlin,28,27,43,34,Bundesliga,2022_2023
281,Union Berlin,28,28,43,34,Bundesliga,2021_2022
281,Union Berlin,30,28,42,34,Bundesliga,2023_2024
282,Union SG,26,26,49,30,Belgian_Pro_League,2023_2024
282,Union SG,25,26,48,34,Belgian_Pro_League,2021_2022
282,Union SG,26,25,51,34,Belgian_Pro_League,2022_2023
283,Utrecht,33,26,49,34,Eredivisie,2022_2023
283,Utrecht,36,25,48,34,Eredivisie,2021_2022
283,Utrecht,35,25,48,34,Eredivisie,2023_2024
284,Valencia,34,24,43,38,La_Liga,2021_2022
284,Valencia,28,24,52,38,La_Liga,2022_2023
284,Valencia,29,23,44,38,La_Liga,2023_2024
285,Valladolid,36,27,48,38,La_Liga,2022_2023
286,Vejle BK,40,25,45,32,Danish_Superliga,2021_2022
286,Vejle BK,30,26,40,32,Danish_Superliga,2023_2024
287,Venezia,39,26,42,38,Serie_A,2021_2022
288,Viborg,29,24,48,32,Danish_Superliga,2022_2023
288,Viborg,29,24,49,32,Danish_Superliga,2021_2022
288,Viborg,29,23,49,32,Danish_Superliga,2023_2024
289,Villarreal,29,28,56,38,La_Liga,2021_2022
289,Villarreal,32,28,56,38,La_Liga,2022_2023
289,Villarreal,32,27,49,38,La_Liga,2023_2024
290,Vitesse,30,23,48,34,Eredivisie,2022_2023
290,Vitesse,29,23,52,34,Eredivisie,2021_2022
290,Vitesse,31,24,50,34,Eredivisie,2023_2024
291,Vitória,27,26,48,34,Primeira_Liga,2023_2024
291,Vitória,31,24,48,34,Primeira_Liga,2021_2022
291,Vitória,34,24,47,34,Primeira_Liga,2022_2023
292,Vizela,31,24,49,34,Primeira_Liga,2023_2024
292,Vizela,31,26,44,34,Primeira_Liga,2021_2022
292,Vizela,30,25,45,34,Primeira_Liga,2022_2023
293,Vojvodina,29,25,,37,Serbian_SuperLiga,2021_2022
293,Vojvodina,29,25,,37,Serbian_SuperLiga,2022_2023
293,Vojvodina,33,25,,37,Serbian_SuperLiga,2023_2024
294,Volendam,31,23,41,34,Eredivisie,2022_2023
294,Volendam,37,23,41,34,Eredivisie,2023_2024
295,Volos NFC,33,27,,33,Super_League_Greece,2023_2024
295,Volos NFC,28,27,,33,Super_League_Greece,2021_2022
295,Volos NFC,36,27,,36,Super_League_Greece,2022_2023
296,Voždovac,30,24,,37,Serbian_SuperLiga,2021_2022
296,Voždovac,38,22,,37,Serbian_SuperLiga,2022_2023
296,Voždovac,35,22,,37,Serbian_SuperLiga,2023_2024
297,WSG Tirol,26,24,49,32,Austrian_Bundesliga,2022_2023
297,WSG Tirol,28,24,51,32,Austrian_Bundesliga,2021_2022
297,WSG Tirol,27,24,48,32,Austrian_Bundesliga,2023_2024
298,Warta Poznań,34,26,,34,Ekstraklasa,2021_2022
298,Warta Poznań,29,26,,34,Ekstraklasa,2022_2023
298,Warta Poznań,30,26,,34,Ekstraklasa,2023_2024
299,Watford,30,28,40,38,Premier_League,2021_2022
300,Werder Bremen,25,27,49,34,Bundesliga,2022_2023
300,Werder Bremen,30,27,46,34,Bundesliga,2023_2024
301,West Ham,26,28,41,38,Premier_League,2023_2024
301,West Ham,25,28,42,38,Premier_League,2022_2023
301,West Ham,25,28,47,38,Premier_League,2021_2022
302,Westerlo,32,25,47,30,Belgian_Pro_League,2023_2024
302,Westerlo,26,25,49,34,Belgian_Pro_League,2022_2023
303,Widzew Łódź,27,26,,34,Ekstraklasa,2022_2023
303,Widzew Łódź,29,27,,34,Ekstraklasa,2023_2024
304,Willem II,33,24,45,34,Eredivisie,2021_2022
305,Wisła Kraków,34,26,,34,Ekstraklasa,2021_2022
306,Wisła Płock,32,27,,34,Ekstraklasa,2021_2022
306,Wisła Płock,33,27,,34,Ekstraklasa,2022_2023
307,Wolfsberger AC,26,24,49,32,Austrian_Bundesliga,2022_2023
307,Wolfsberger AC,24,26,51,32,Austrian_Bundesliga,2021_2022
307,Wolfsberger AC,28,24,50,32,Austrian_Bundesliga,2023_2024
308,Wolfsburg,28,24,50,34,Bundesliga,2022_2023
308,Wolfsburg,30,26,50,34,Bundesliga,2021_2022
308,Wolfsburg,28,25,48,34,Bundesliga,2023_2024
309,Wolves,27,26,48,38,Premier_League,2023_2024
309,Wolves,32,26,49,38,Premier_League,2022_2023
309,Wolves,26,27,49,38,Premier_League,2021_2022
310,Yeni Mal'spor,42,26,41,38,Super_Lig,2021_2022
311,Zagłębie Lubin,39,25,,34,Ekstraklasa,2021_2022
311,Zagłębie Lubin,31,25,,34,Ekstraklasa,2022_2023
311,Zagłębie Lubin,26,26,,34,Ekstraklasa,2023_2024
312,Zulte Waregem,27,27,45,34,Belgian_Pro_League,2021_2022
312,Zulte Waregem,36,26,46,34,Belgian_Pro_League,2022_2023
313,Zwolle,32,25,50,34,Eredivisie,2021_2022
313,Zwolle,29,26,49,34,Eredivisie,2023_2024
314,Ümraniyespor,38,29,47,36,Super_Lig,2022_2023
315,Čukarički,33,23,,37,Serbian_SuperLiga,2021_2022
315,Čukarički,36,24,,37,Serbian_SuperLiga,2022_2023
315,Čukarički,43,25,,37,Serbian_SuperLiga,2023_2024
316,İstanbulspor,34,26,46,38,Super_Lig,2023_2024
316,İstanbulspor,36,26,43,36,Super_Lig,2022_2023
317,Łódzki KS,37,26,,34,Ekstraklasa,2023_2024
318,Śląsk Wrocław,33,27,,34,Ekstraklasa,2021_2022
318,Śląsk Wrocław,29,25,,34,Ekstraklasa,2022_2023
318,Śląsk Wrocław,31,25,,34,Ekstraklasa,2023_2024
