Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Younès Belhanda,ma MAR,MF,Adana Demirspor,33,1990,14,14,"1,072",11.9,3,0,3,3,0,0,4,0,0.25,0.00,0.25,0.25,0.25,Matches
Mortadha Ben Ouannes,tn TUN,"MF,DF",Kasımpaşa,29,1994,36,33,"2,997",33.3,6,5,11,6,0,0,8,0,0.18,0.15,0.33,0.18,0.33,Matches
Filip Benković,hr CRO,DF,Trabzonspor,26,1997,14,13,"1,112",12.4,2,0,2,2,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches
Giorgi Beridze,ge GEO,FW,Ankaragücü,26,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Paul Bernardoni,fr FRA,GK,Konyaspor,26,1997,17,17,"1,530",17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,32,1991,15,9,766,8.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Janio Bikel,gw GNB,MF,Gaziantep FK,28,1995,16,4,491,5.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Hayrullah Bilazer,,DF,Ankaragücü,28,1995,9,8,708,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Emre Bilgin,tr TUR,GK,Fatih Karagümrük,19,2004,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ege Bilsel,,MF,Antalyaspor,19,2004,3,1,61,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Tayfur Bingöl,tr TUR,MF,Alanyaspor,30,1993,2,1,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Tayfur Bingöl,tr TUR,"MF,DF",Beşiktaş,30,1993,12,5,546,6.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Davide Biraschi,it ITA,DF,Fatih Karagümrük,29,1994,30,28,"2,572",28.6,0,1,1,0,0,0,8,1,0.00,0.03,0.03,0.00,0.03,Matches
Görkem Bitin,,FW,Pendikspor,25,1998,10,1,329,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
