Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Guram Goshteliani,ge GEO,FW,Pirin Blagoevgrad,24,1997,4,1,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Denny Gropper,il ISR,DF,Ludogorets,22,1999,4,2,204,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Guido Guerrieri,it ITA,GK,Tsarsko Selo,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fodé Guirassy,gn GUI,FW,Cherno More,25,1996,5,0,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kamen Hadzhiev,bg BUL,DF,Beroe,29,1991,14,13,"1,122",12.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Henadii Haniev,ua UKR,GK,Beroe,31,1990,24,24,"2,160",24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hidajet Hankić,ba BIH,GK,Botev Plovdiv,27,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches

Martin Haydarov,bg BUL,MF,CSKA 1948,18,2003,4,2,127,1.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Conor Henderson,eng ENG,MF,Pirin Blagoevgrad,29,1991,5,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nick Hengelman,nl NED,GK,Pirin Blagoevgrad,31,1989,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kevin Höög-Jansson,se SWE,DF,Botev Plovdiv,20,2000,18,13,"1,176",13.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Andrea Hristov,bg BUL,DF,Slavia Sofia,22,1999,17,16,"1,470",16.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Valeri Hristov,bg BUL,DF,Botev Vratsa,23,1998,22,20,"1,741",19.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
