Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Vitor Costa,br BRA,"DF,MF",Marítimo,28,1994,26.7,1044,1388,75.2,19605,7698,433,509,85.1,471,578,81.5,129,234,55.1,1,1.9,1.4,-0.9,32,97,27,15,124,Matches
Costinha,pt POR,"DF,MF",Rio Ave,22,2000,31.1,1029,1465,70.2,17803,6448,484,575,84.2,440,592,74.3,88,213,41.3,3,3.0,2.6,0.0,24,76,27,20,106,Matches
Costinha,pt POR,"MF,FW",Santa Clara,29,1992,7.5,189,264,71.6,3233,1020,90,108,83.3,64,84,76.2,22,45,48.9,0,0.4,0.7,-0.4,7,17,4,0,22,Matches
Sandro Cruz,ao ANG,"DF,FW",Chaves,21,2001,5.9,227,305,74.4,3926,1361,102,119,85.7,108,135,80.0,15,39,38.5,1,0.2,0.3,+0.8,3,17,4,1,22,Matches
Cuca,cv CPV,MF,Casa Pia,31,1991,4.3,153,191,80.1,2502,980,73,88,83.0,63,76,82.9,12,17,70.6,0,0.0,0.1,0.0,1,22,0,0,29,Matches
Lucas Cunha,br BRA,DF,Gil Vicente FC,25,1997,15.0,824,957,86.1,17653,6967,235,255,92.2,462,489,94.5,124,199,62.3,0,0.4,0.5,-0.4,5,80,6,1,93,Matches
Oday Dabbagh,ps PLE,FW,Arouca,23,1998,10.2,183,238,76.9,2480,333,115,144,79.9,50,60,83.3,11,13,84.6,0,1.0,0.7,-1.0,10,7,5,0,16,Matches
Augusto Dabo,pt POR,"DF,FW",Boavista,18,2004,0.1,7,7,100.0,142,29,3,3,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Ignacio De Arruabarrena,uy URU,GK,Arouca,25,1997,30.0,681,1019,66.8,20150,15652,142,143,99.3,267,269,99.3,269,600,44.8,1,0.4,0.1,+0.6,3,16,1,0,0,Matches
Hernán De La Fuente,ar ARG,DF,Famalicão,25,1997,6.0,245,324,75.6,3907,1819,125,144,86.8,102,133,76.7,12,30,40.0,0,0.4,0.5,-0.4,5,17,1,0,18,Matches
Dele,ng NGA,"FW,MF",Estoril,21,2001,0.9,12,23,52.2,178,37,6,8,75.0,3,7,42.9,2,6,33.3,0,0.0,0.0,0.0,0,2,1,0,3,Matches
Juan Delgado,cl CHI,DF,Paços,29,1993,29.9,1131,1468,77.0,20273,7552,521,565,92.2,462,576,80.2,130,247,52.6,1,3.5,3.5,-2.5,28,95,41,25,120,Matches
Shaquil Delos,fr FRA,DF,Estoril,23,1999,4.6,132,190,69.5,2243,820,63,75,84.0,59,83,71.1,9,26,34.6,0,0.2,0.2,-0.2,3,9,2,1,10,Matches
Denílson,br BRA,FW,Famalicão,27,1995,4.0,62,80,77.5,968,156,32,37,86.5,22,29,75.9,5,6,83.3,0,0.1,0.1,-0.1,1,2,1,1,8,Matches
Depú,ao ANG,"FW,MF",Gil Vicente FC,22,2000,0.9,12,15,80.0,147,24,10,13,76.9,2,2,100.0,0,0,,1,0.0,0.2,+1.0,1,0,0,0,1,Matches

Derick,br BRA,"MF,DF",Casa Pia,28,1993,16.0,413,599,68.9,6377,2320,233,267,87.3,143,208,68.8,29,85,34.1,0,1.0,1.0,-1.0,12,25,16,12,44,Matches
Lamine Diaby,fr FRA,MF,Portimonense,25,1996,15.7,454,553,82.1,8785,2420,161,190,84.7,232,257,90.3,52,72,72.2,0,0.4,0.3,-0.4,7,43,3,0,51,Matches
Ousmane Diomande,ci CIV,DF,Sporting CP,18,2003,9.8,799,884,90.4,14538,4557,312,332,94.0,418,445,93.9,66,94,70.2,0,0.1,0.3,-0.1,2,81,5,0,62,Matches
Álvaro djaló,es ESP,"FW,MF",Braga,22,1999,7.1,130,203,64.0,2060,741,68,94,72.3,45,62,72.6,12,26,46.2,4,2.0,1.2,+2.0,15,15,10,3,22,Matches
Matchoi Djaló,pt POR,"MF,FW",Paços,19,2003,14.5,309,448,69.0,5349,1452,160,182,87.9,106,151,70.2,37,90,41.1,0,1.1,0.9,-1.1,19,30,7,2,39,Matches
Mihai Dobre,ro ROU,"FW,DF",Famalicão,23,1998,10.4,182,254,71.7,2418,594,119,145,82.1,48,68,70.6,6,16,37.5,3,1.9,1.8,+1.1,18,7,10,5,14,Matches
Julian Draxler,de GER,"MF,FW",Benfica,28,1993,4.5,203,229,88.6,3010,542,128,135,94.8,52,59,88.1,17,19,89.5,0,0.6,1.2,-0.6,10,24,8,1,33,Matches
Edu,pt POR,MF,Chaves,20,2002,0.4,16,20,80.0,231,74,12,13,92.3,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Carlos Eduardo,br BRA,"FW,MF",Estoril,25,1996,8.0,110,158,69.6,1757,375,60,71,84.5,38,50,76.0,8,18,44.4,0,0.4,0.2,-0.4,5,3,4,1,9,Matches
Paulo Eduardo,br BRA,DF,Santa Clara,20,2002,5.3,220,271,81.2,4658,1366,55,65,84.6,129,148,87.2,35,51,68.6,0,0.1,0.0,-0.1,1,9,0,0,13,Matches
Marcus Edwards,eng ENG,"FW,MF",Sporting CP,23,1998,25.0,731,966,75.7,11150,3028,400,461,86.8,254,322,78.9,46,102,45.1,5,8.0,6.6,-3.0,56,60,51,10,141,Matches
Erison,br BRA,FW,Estoril,23,1999,7.6,57,77,74.0,828,103,31,38,81.6,23,31,74.2,1,2,50.0,0,0.7,0.4,-0.7,7,4,1,0,6,Matches
Ricardo Esgaio,pt POR,"DF,MF",Sporting CP,29,1993,14.6,686,867,79.1,11935,3007,319,363,87.9,309,370,83.5,50,95,52.6,3,3.3,2.3,-0.3,20,53,14,6,69,Matches
Tiago Esgaio,pt POR,DF,Arouca,26,1995,25.4,849,1229,69.1,14956,6548,398,454,87.7,351,488,71.9,86,223,38.6,2,1.9,2.4,+0.1,14,61,18,9,63,Matches
Dario Essugo,pt POR,MF,Sporting CP,17,2005,2.2,90,104,86.5,1330,365,51,57,89.5,33,34,97.1,4,7,57.1,0,0.0,0.0,0.0,1,10,0,0,9,Matches
Gonçalo Esteves,pt POR,DF,Estoril,18,2004,2.0,67,90,74.4,1128,453,29,34,85.3,34,41,82.9,3,10,30.0,0,0.1,0.0,-0.1,1,5,1,0,12,Matches
Paulo Estrela Moreira,pt POR,MF,Portimonense,23,1999,16.8,675,861,78.4,13895,4496,233,275,84.7,304,354,85.9,127,199,63.8,1,2.6,3.2,-1.6,36,81,9,6,90,Matches
Friday Etim,ng NGA,FW,Vizela,20,2002,4.9,68,98,69.4,959,195,34,47,72.3,26,35,74.3,1,1,100.0,0,1.5,0.6,-1.5,12,6,4,0,12,Matches
Euller,br BRA,"FW,MF",Chaves,27,1995,11.8,277,404,68.6,4443,1348,155,188,82.4,85,116,73.3,25,65,38.5,0,1.1,1.3,-1.1,18,17,14,8,28,Matches
Stephen Eustáquio,ca CAN,MF,Porto,25,1996,18.6,871,1057,82.4,15238,4374,396,451,87.8,370,426,86.9,83,130,63.8,5,4.8,3.7,+0.2,30,88,26,1,129,Matches
Evanilson,br BRA,FW,Porto,22,1999,15.0,251,333,75.4,3062,572,160,190,84.2,44,63,69.8,14,17,82.4,5,3.0,2.5,+2.0,16,13,5,0,23,Matches
Ewerton,br BRA,MF,Portimonense,29,1992,6.5,170,214,79.4,2679,653,92,106,86.8,67,83,80.7,7,12,58.3,1,0.3,0.4,+0.7,5,15,4,1,21,Matches
Fabiano,br BRA,DF,Braga,22,2000,10.7,443,577,76.8,8616,2498,174,199,87.4,198,242,81.8,63,106,59.4,0,0.7,1.3,-0.7,12,27,16,11,29,Matches
Fábio,br BRA,"FW,MF",Paços,25,1997,3.0,38,58,65.5,550,126,25,38,65.8,7,7,100.0,3,5,60.0,1,0.4,0.2,+0.6,4,2,1,0,6,Matches
Abdul Fatawu Issahaku,gh GHA,"DF,MF",Sporting CP,18,2004,1.3,43,70,61.4,621,215,27,34,79.4,14,19,73.7,1,10,10.0,0,0.1,0.1,-0.1,1,1,2,1,4,Matches

Luiz Felipe,br BRA,GK,Vizela,25,1997,1.0,13,22,59.1,389,318,2,2,100.0,5,5,100.0,6,15,40.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Volnei Feltes,br BRA,DF,Estoril,22,2000,0.1,3,3,100.0,61,40,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Eduardo Fereira,ve VEN,"FW,MF",Casa Pia,21,2000,0.6,16,21,76.2,271,122,6,6,100.0,9,12,75.0,1,2,50.0,0,0.0,0.3,0.0,0,0,0,0,0,Matches
Erick Ferigra,ec ECU,DF,Paços,23,1999,12.9,532,613,86.8,10357,4388,183,201,91.0,285,305,93.4,60,94,63.8,0,0.0,0.1,0.0,2,27,1,1,24,Matches
Ivanildo Fernandes,cv CPV,DF,Vizela,26,1996,16.5,488,589,82.9,9381,3674,164,190,86.3,264,285,92.6,55,103,53.4,0,0.8,0.4,-0.8,2,21,0,0,35,Matches
Jorge Filipe Oliveira Fernandes,pt POR,DF,Vitória,25,1997,2.3,64,86,74.4,1199,553,28,34,82.4,29,33,87.9,7,17,41.2,0,0.3,0.0,-0.3,1,10,1,0,11,Matches
Mateus Fernandes,pt POR,MF,Sporting CP,18,2004,1.0,47,51,92.2,752,142,25,26,96.2,17,17,100.0,4,6,66.7,0,0.1,0.0,-0.1,2,5,1,0,5,Matches
Patrick Fernandes,cv CPV,"FW,MF",Chaves,28,1993,0.6,10,20,50.0,97,13,6,9,66.7,2,6,33.3,0,1,0.0,0,0.0,0.1,0.0,1,0,0,0,1,Matches
Rafael Fernandes,pt POR,"DF,FW",Arouca,20,2002,1.5,52,55,94.5,875,430,23,23,100.0,28,31,90.3,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,6,Matches
Rúben Fernandes,pt POR,DF,Gil Vicente FC,36,1986,24.2,1166,1378,84.6,24693,8219,313,351,89.2,663,727,91.2,184,273,67.4,0,0.4,0.3,-0.4,5,51,3,0,56,Matches
Vasco Fernandes,pt POR,DF,Casa Pia,35,1986,27.5,1104,1278,86.4,20600,7996,410,449,91.3,578,615,94.0,105,182,57.7,0,0.4,0.5,-0.4,6,58,2,1,52,Matches
Enzo Fernández,ar ARG,MF,Benfica,21,2001,15.4,1446,1679,86.1,27839,8003,623,683,91.2,531,592,89.7,254,326,77.9,5,3.7,5.2,+1.3,30,184,31,5,183,Matches
Diogo Ferreira,pt POR,MF,Vitória,20,2001,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Filipe Ferreira,pt POR,"DF,MF",Boavista,31,1990,3.4,142,177,80.2,2345,1065,61,67,91.0,63,73,86.3,13,23,56.5,1,0.6,0.6,+0.4,3,16,5,4,15,Matches
Fernando Ferreira Fonseca,pt POR,"DF,FW",Paços,25,1997,1.8,55,91,60.4,1027,425,29,36,80.6,15,25,60.0,10,27,37.0,0,0.0,0.0,0.0,0,10,1,1,7,Matches
João Ferreira,pt POR,"DF,MF",Rio Ave,21,2001,1.8,65,84,77.4,1291,421,26,27,96.3,30,39,76.9,9,14,64.3,0,0.2,0.3,-0.2,3,5,3,2,6,Matches
Vitó Ferreira,pt POR,"MF,FW",Casa Pia,24,1997,0.8,18,26,69.2,238,57,11,13,84.6,5,6,83.3,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Daniel Figueira,pt POR,GK,Estoril,24,1998,31.7,879,1139,77.2,22845,14076,143,145,98.6,494,501,98.6,241,485,49.7,0,0.0,0.0,0.0,0,9,0,0,2,Matches
Bernardo Folha,pt POR,"MF,FW",Porto,20,2002,0.6,29,35,82.9,359,124,18,19,94.7,8,10,80.0,1,2,50.0,0,0.0,0.0,0.0,0,5,0,0,2,Matches
Tiago Fonseca Morais,pt POR,FW,Boavista,18,2003,0.3,9,10,90.0,132,23,4,4,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,3,Matches
Théo Fonseca,fr FRA,"MF,FW",Famalicão,22,2000,1.2,16,25,64.0,248,74,6,9,66.7,8,10,80.0,0,3,0.0,0,0.0,0.0,0.0,2,0,1,0,2,Matches
Rui Fonte,pt POR,"FW,MF",Famalicão,32,1990,5.1,93,119,78.2,1308,193,47,56,83.9,34,39,87.2,3,4,75.0,0,0.1,0.1,-0.1,3,4,2,0,12,Matches
Hernâni Fortes,pt POR,"FW,MF",Rio Ave,30,1991,7.5,95,158,60.1,1863,611,44,58,75.9,31,53,58.5,19,36,52.8,1,0.7,1.0,+0.3,10,3,10,7,14,Matches
André Franco,pt POR,"MF,FW",Porto,24,1998,7.7,303,370,81.9,5105,1491,152,168,90.5,113,125,90.4,30,57,52.6,0,0.7,1.1,-0.7,12,35,8,0,48,Matches
Afonso freitas,pt POR,"DF,MF",Vitória,22,2000,21.4,603,841,71.7,9681,4401,314,375,83.7,236,328,72.0,41,93,44.1,2,0.9,1.6,+1.1,17,47,11,7,58,Matches

Kanya Fujimoto,jp JPN,MF,Gil Vicente FC,23,1999,29.1,918,1147,80.0,13120,3243,537,608,88.3,287,354,81.1,49,82,59.8,3,4.2,4.4,-1.2,51,97,36,5,139,Matches
Nicolás Gaitán,ar ARG,"FW,MF",Paços,34,1988,19.9,473,722,65.5,9033,2982,209,273,76.6,171,235,72.8,80,174,46.0,3,3.4,3.8,-0.4,43,59,31,10,81,Matches
Galeno,br BRA,"MF,FW",Porto,24,1997,22.2,597,809,73.8,9074,1888,355,416,85.3,181,245,73.9,43,70,61.4,3,4.7,5.4,-1.7,42,16,40,9,53,Matches
Nino Galović,hr CRO,DF,Arouca,30,1992,14.5,546,620,88.1,10491,3594,188,194,96.9,308,327,94.2,47,91,51.6,1,0.2,0.0,+0.8,1,11,1,0,17,Matches
João Gamboa,pt POR,MF,Estoril,25,1996,11.6,294,377,78.0,5405,1711,109,131,83.2,147,174,84.5,31,49,63.3,0,0.2,0.2,-0.2,4,35,3,0,39,Matches
Pedro Ganchas,pt POR,DF,Paços,22,2000,3.0,125,141,88.7,2581,951,35,39,89.7,74,79,93.7,13,16,81.3,0,0.0,0.0,0.0,0,7,0,0,5,Matches
Bruno Gaspar,ao ANG,"DF,MF",Vitória,29,1993,2.4,88,122,72.1,1559,738,39,50,78.0,35,43,81.4,10,22,45.5,1,0.5,0.4,+0.5,1,8,1,1,7,Matches
Francisco Geraldes,pt POR,MF,Estoril,27,1995,20.3,614,851,72.2,10941,3328,282,350,80.6,228,281,81.1,80,150,53.3,4,2.0,1.6,+2.0,37,79,21,3,103,Matches
Gilberto,br BRA,DF,Benfica,29,1993,8.9,635,771,82.4,8777,2369,374,413,90.6,217,247,87.9,18,49,36.7,1,2.9,3.0,-1.9,18,39,24,8,45,Matches
Saviour Godwin,ng NGA,"FW,MF",Casa Pia,25,1996,26.7,331,535,61.9,5139,1313,184,240,76.7,107,168,63.7,28,68,41.2,1,4.0,3.6,-3.0,34,15,32,12,50,Matches
Eulânio Ângelo Chipela Gomes,gw GNB,DF,Santa Clara,28,1994,6.4,213,264,80.7,3355,1122,116,122,95.1,81,106,76.4,14,26,53.8,1,0.8,0.6,+0.2,6,6,4,3,15,Matches
Henrique Gomes,pt POR,DF,Gil Vicente FC,26,1995,5.3,215,300,71.7,3530,1549,102,122,83.6,91,117,77.8,16,36,44.4,0,0.1,0.2,-0.1,2,20,4,1,21,Matches
Nito Gomes,gw GNB,MF,Marítimo,20,2002,0.8,21,25,84.0,505,117,3,4,75.0,11,12,91.7,6,6,100.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Rodrigo Gomes,pt POR,"FW,MF",Braga,19,2003,3.8,64,89,71.9,846,173,36,43,83.7,21,29,72.4,2,4,50.0,0,0.0,0.3,0.0,1,4,2,0,7,Matches
Rui Gomes,pt POR,"MF,FW",Portimonense,24,1997,11.9,282,412,68.4,4483,1299,139,165,84.2,103,142,72.5,24,56,42.9,1,3.2,3.3,-2.2,26,24,18,6,45,Matches
Vítor Gomes,pt POR,MF,Rio Ave,34,1987,8.4,442,548,80.7,7779,2508,194,215,90.2,202,235,86.0,41,69,59.4,1,0.7,0.8,+0.3,7,49,5,0,63,Matches
Victor Gomez,es ESP,DF,Braga,22,2000,22.9,1044,1346,77.6,18488,5580,459,512,89.6,454,573,79.2,110,201,54.7,4,3.2,3.3,+0.8,26,63,35,18,95,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",Vizela,23,1999,20.4,444,667,66.6,6861,2548,237,296,80.1,132,189,69.8,41,94,43.6,1,2.9,3.5,-1.9,26,34,26,4,83,Matches
Diogo Gonçalves,pt POR,FW,Benfica,25,1997,3.4,123,159,77.4,1472,439,75,85,88.2,27,37,73.0,5,9,55.6,0,0.9,0.8,-0.9,4,8,6,3,12,Matches
João Gonçalves,pt POR,GK,Boavista,21,2000,1.0,20,27,74.1,384,207,3,3,100.0,15,15,100.0,1,8,12.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Pedro Gonçalves,pt POR,"MF,FW",Sporting CP,24,1998,31.2,973,1301,74.8,15703,4351,533,623,85.6,295,384,76.8,102,196,52.0,11,8.2,7.4,+2.8,74,91,58,9,164,Matches
Cristian González,uy URU,DF,Santa Clara,26,1996,11.7,347,413,84.0,7563,2626,89,98,90.8,197,214,92.1,57,91,62.6,0,0.1,0.0,-0.1,1,11,0,0,11,Matches
Walter González,py PAR,FW,Santa Clara,27,1995,4.4,62,86,72.1,972,160,33,41,80.5,21,29,72.4,5,7,71.4,0,0.1,0.1,-0.1,2,6,1,0,9,Matches
Yony González,co COL,"FW,MF",Portimonense,28,1994,10.8,177,238,74.4,2469,538,105,126,83.3,52,71,73.2,7,16,43.8,1,1.0,0.6,0.0,13,9,8,1,21,Matches
Jean Gorby,fr FRA,MF,Braga,20,2002,1.3,77,89,86.5,1487,333,30,31,96.8,32,35,91.4,12,16,75.0,0,0.0,0.0,0.0,0,13,0,0,9,Matches

Kenji Gorré,cw CUW,"FW,MF",Boavista,27,1994,16.4,377,520,72.5,5763,1895,200,238,84.0,129,171,75.4,28,66,42.4,6,3.3,3.4,+2.7,27,40,24,5,61,Matches
Tiago Gouveia,pt POR,"FW,MF",Estoril,21,2001,26.5,426,587,72.6,6774,2303,243,287,84.7,137,183,74.9,36,73,49.3,6,5.4,4.7,+0.6,39,29,32,12,68,Matches
João Graça,pt POR,"MF,FW",Rio Ave,27,1995,12.8,387,484,80.0,6379,1483,189,208,90.9,154,182,84.6,30,50,60.0,1,0.7,1.0,+0.3,11,32,11,4,65,Matches
Álex Grimaldo,es ESP,DF,Benfica,26,1995,32.7,2045,2513,81.4,30038,8796,1184,1287,92.0,657,801,82.0,118,221,53.4,9,12.6,10.6,-3.6,74,106,92,35,194,Matches
Marko Grujić,rs SRB,MF,Porto,26,1996,12.5,614,721,85.2,10735,3181,284,318,89.3,251,283,88.7,64,83,77.1,0,1.2,1.7,-1.2,10,74,6,1,103,Matches
Alexandre Guedes,pt POR,FW,Paços,28,1994,8.8,102,149,68.5,1527,284,58,74,78.4,30,44,68.2,8,12,66.7,1,0.7,0.2,+0.3,9,4,2,1,10,Matches
Gonçalo Guedes,pt POR,"FW,MF",Benfica,25,1996,4.5,127,170,74.7,1767,345,80,95,84.2,29,41,70.7,9,12,75.0,1,1.3,1.2,-0.3,9,3,11,3,20,Matches
Ricardo Guimarães,mz MOZ,MF,Chaves,26,1995,21.8,754,910,82.9,12479,3616,339,392,86.5,326,371,87.9,60,83,72.3,0,1.5,1.1,-1.5,26,79,7,3,90,Matches
Rafik Guitane,fr FRA,"MF,FW",Estoril,23,1999,8.7,210,267,78.7,3635,908,111,124,89.5,57,70,81.4,34,47,72.3,1,1.2,1.3,-0.2,10,14,15,3,29,Matches
Raphael Guzzo,pt POR,MF,Vizela,27,1995,26.2,1347,1654,81.4,21494,7899,706,773,91.3,479,573,83.6,114,191,59.7,3,2.5,1.7,+0.5,23,120,20,2,148,Matches
Emmanuel Hackman,tg TOG,DF,Gil Vicente FC,27,1995,1.5,36,60,60.0,683,293,13,18,72.2,18,27,66.7,5,11,45.5,0,0.0,0.0,0.0,0,3,0,0,7,Matches
Yanis Hamache,dz ALG,MF,Boavista,23,1999,2.0,80,121,66.1,1293,432,39,48,81.3,35,47,74.5,5,21,23.8,1,0.6,0.3,+0.4,5,6,5,5,10,Matches
Tomás Händel,pt POR,MF,Vitória,21,2000,4.8,227,248,91.5,3524,928,114,119,95.8,86,96,89.6,16,18,88.9,1,0.1,0.1,+0.9,3,21,0,0,20,Matches
Boubacar Hanne,pt POR,"FW,DF",Gil Vicente FC,23,1999,0.4,16,23,69.6,276,136,9,11,81.8,4,7,57.1,3,3,100.0,0,0.0,0.2,0.0,0,2,0,0,5,Matches
Héctor,es ESP,FW,Chaves,26,1995,16.4,199,259,76.8,2580,573,122,148,82.4,49,65,75.4,8,10,80.0,0,0.3,0.2,-0.3,8,22,0,0,24,Matches
Jordan Holsgrove,sct SCO,MF,Paços,22,1999,19.8,809,988,81.9,13488,3347,411,455,90.3,292,335,87.2,79,124,63.7,2,0.7,1.0,+1.3,14,87,17,3,104,Matches
Lukáš Horníček,cz CZE,GK,Braga,20,2002,0.2,4,5,80.0,115,104,0,0,,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
André Horta,pt POR,MF,Braga,25,1996,23.1,1447,1701,85.1,26928,7354,606,648,93.5,630,700,90.0,179,295,60.7,4,2.9,3.9,+1.1,37,178,33,9,196,Matches
Ricardo Horta,pt POR,"MF,FW",Braga,27,1994,29.0,982,1206,81.4,14632,4103,518,583,88.9,316,376,84.0,71,117,60.7,8,5.8,5.9,+2.2,69,107,51,6,185,Matches
Abbas Ibrahim,ng NGA,"MF,DF",Paços,24,1998,3.6,162,181,89.5,2681,638,82,84,97.6,65,74,87.8,11,16,68.8,0,0.1,0.1,-0.1,1,19,0,0,20,Matches
Tiago Ilori,pt POR,DF,Paços,29,1993,2.3,86,96,89.6,1862,571,17,18,94.4,55,59,93.2,14,17,82.4,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Gonçalo Inácio,pt POR,DF,Sporting CP,20,2001,26.3,2090,2333,89.6,39315,14103,713,774,92.1,1179,1249,94.4,184,251,73.3,3,1.3,2.0,+1.7,12,252,12,0,238,Matches
Índio,br BRA,MF,Vitória,22,1999,0.8,25,29,86.2,501,191,9,9,100.0,9,11,81.8,6,8,75.0,0,0.1,0.0,-0.1,1,5,0,0,3,Matches
Hernani Infande,pt POR,"MF,FW",Braga,21,2001,0.9,19,29,65.5,328,75,8,14,57.1,7,8,87.5,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Hernani Infande,pt POR,"FW,MF",Paços,21,2001,3.9,72,95,75.8,1028,238,42,54,77.8,21,26,80.8,4,4,100.0,0,0.7,0.6,-0.7,8,5,5,1,8,Matches

Carlos Isaac,es ESP,DF,Vizela,24,1998,3.9,118,176,67.0,2094,981,54,62,87.1,50,73,68.5,11,30,36.7,0,0.1,0.1,-0.1,3,8,3,2,6,Matches
Franco Israel,uy URU,GK,Sporting CP,22,2000,3.0,94,103,91.3,2151,1258,17,17,100.0,62,62,100.0,15,24,62.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Abass Issah,gh GHA,"FW,MF",Chaves,23,1998,15.2,252,346,72.8,4012,829,138,161,85.7,87,114,76.3,18,35,51.4,0,0.9,1.9,-0.9,9,17,15,2,31,Matches
Ítalo,br BRA,DF,Santa Clara,20,2002,11.9,340,430,79.1,6863,2293,91,108,84.3,207,241,85.9,38,71,53.5,0,0.2,0.2,-0.2,2,9,0,0,19,Matches
Ivan Jaime Pajuelo,es ESP,"FW,MF",Famalicão,21,2000,20.8,465,615,75.6,7999,2149,221,270,81.9,179,221,81.0,49,81,60.5,3,3.0,2.5,0.0,33,48,23,1,100,Matches
Nicolas Janvier,fr FRA,MF,Vitória,23,1998,7.0,320,411,77.9,6418,1940,133,150,88.7,118,142,83.1,61,98,62.2,0,0.8,1.3,-0.8,10,50,10,6,60,Matches
Anderson Jesus,br BRA,DF,Vizela,27,1995,29.6,829,1041,79.6,15953,6614,287,330,87.0,457,513,89.1,77,176,43.8,0,0.1,0.4,-0.1,3,28,1,0,28,Matches
Jhonatan,br BRA,GK,Rio Ave,31,1991,32.0,759,1044,72.7,21574,16646,113,115,98.3,378,393,96.2,262,522,50.2,0,0.1,0.0,-0.1,1,7,0,0,0,Matches
Park Ji-soo,kr KOR,DF,Portimonense,28,1994,13.3,540,665,81.2,10943,4425,167,183,91.3,304,338,89.9,66,127,52.0,1,0.6,0.5,+0.4,2,28,2,0,33,Matches
Jo,br BRA,"FW,MF",Chaves,27,1995,3.3,41,70,58.6,477,86,21,34,61.8,15,21,71.4,0,1,0.0,0,0.1,0.1,-0.1,2,4,2,0,6,Matches
João,br BRA,GK,Casa Pia,24,1998,1.0,17,23,73.9,395,304,7,7,100.0,6,6,100.0,4,10,40.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Joãozinho,pt POR,DF,Estoril,33,1989,28.6,1171,1505,77.8,21405,9109,473,543,87.1,571,677,84.3,114,235,48.5,4,1.2,1.6,+2.8,19,110,19,8,128,Matches
Joca,pt POR,"MF,FW",Rio Ave,26,1996,4.6,96,124,77.4,1860,400,40,44,90.9,35,48,72.9,16,21,76.2,1,0.2,0.3,+0.8,2,7,5,1,19,Matches
Henrique Jocú,pt POR,"MF,FW",Portimonense,20,2001,5.1,176,219,80.4,3402,616,67,79,84.8,79,92,85.9,25,38,65.8,0,0.5,0.3,-0.5,3,5,3,3,8,Matches
Diederrick Joel,cm CMR,FW,Marítimo,28,1993,10.5,146,212,68.9,2238,294,72,97,74.2,58,78,74.4,6,12,50.0,0,0.4,0.4,-0.4,8,8,9,1,13,Matches
Michael Johnston,ie IRL,"FW,MF",Vitória,23,1999,15.2,310,461,67.2,4774,1339,172,210,81.9,95,138,68.8,25,67,37.3,4,2.2,2.5,+1.8,23,34,17,2,50,Matches
Bruno Jordão,pt POR,MF,Santa Clara,23,1998,9.4,222,287,77.4,4115,994,87,109,79.8,93,110,84.5,33,40,82.5,0,0.3,0.3,-0.3,7,25,5,1,34,Matches
Igor Julião,br BRA,DF,Vizela,27,1994,17.9,540,724,74.6,8807,3492,296,342,86.5,183,241,75.9,47,96,49.0,1,0.8,1.2,+0.2,13,37,13,6,44,Matches
Juninho,br BRA,FW,Chaves,25,1996,20.1,233,307,75.9,3104,440,121,147,82.3,69,92,75.0,11,18,61.1,0,2.4,1.2,-2.4,19,19,4,1,21,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,21,2001,33.0,719,1045,68.8,22466,17347,123,125,98.4,306,316,96.8,289,595,48.6,0,0.1,0.0,-0.1,3,18,0,0,0,Matches
Welinton Júnior,br BRA,FW,Portimonense,29,1993,22.9,280,406,69.0,3987,922,156,198,78.8,91,119,76.5,15,23,65.2,0,2.2,1.4,-2.2,12,32,12,3,49,Matches
Zainadine Júnior,mz MOZ,DF,Marítimo,34,1988,23.1,1015,1192,85.2,22305,8181,212,235,90.2,642,693,92.6,156,238,65.5,0,0.2,0.3,-0.2,4,59,3,1,61,Matches
