Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Sebastian Kowalczyk,pl POL,MF,Pogoń Szczecin,23,1998,24.0,6,,,,,,,,,3,3,Matches

Mateusz Kowalski,pl POL,FW,Jagiellonia,17,2005,2.1,2,,,,,,,,,0,0,Matches
Blaž Kramer,si SVN,FW,Legia Warsaw,26,1996,2.3,1,,,,,,,,,0,0,Matches
Piotr Krawczyk,pl POL,FW,Górnik Zabrze,27,1994,13.1,4,,,,,,,,,1,1,Matches
Martin Kreuzriegler,at AUT,DF,Widzew Łódź,28,1994,20.0,3,,,,,,,,,3,3,Matches
Anton Krivotsyuk,az AZE,"DF,MF",Wisła Płock,23,1998,7.2,1,,,,,,,,,0,0,Matches
Kamil Kruk,pl POL,DF,Stal Mielec,22,2000,17.5,2,,,,,,,,,0,0,Matches
Krzysztof Kubica,pl POL,MF,Górnik Zabrze,22,2000,1.2,0,,,,,,,,,0,0,Matches
Jarosław Kubicki,pl POL,MF,Lechia Gdańsk,26,1995,27.6,2,,,,,,,,,0,0,Matches
Tobiasz Kubik,pl POL,MF,RKS Raków,19,2003,0.2,0,,,,,,,,,0,0,Matches
Michał Kucharczyk,pl POL,"MF,DF",Pogoń Szczecin,31,1991,5.7,0,,,,,,,,,0,0,Matches
Dušan Kuciak,sk SVK,GK,Lechia Gdańsk,37,1985,29.7,0,,,,,,,,,0,0,Matches
Dominik Kun,pl POL,MF,Widzew Łódź,29,1993,23.6,4,,,,,,,,,0,0,Matches
Patryk Kun,pl POL,MF,RKS Raków,27,1995,21.0,2,,,,,,,,,0,0,Matches
Mateusz Kupczak,pl POL,"MF,DF",Warta Poznań,30,1992,15.2,0,,,,,,,,,0,0,Matches
Tomasz Kupisz,pl POL,MF,Jagiellonia,32,1990,6.7,1,,,,,,,,,0,0,Matches
Dawid Kurminowski,pl POL,FW,Zagłębie Lubin,23,1999,10.3,4,,,,,,,,,0,0,Matches
