player,nation,position,squad,age,year_of_birth,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
Dejan Stanivuković,SRB,GK,FK Kolubara,27,1994,27,27,"2,430",27.0,,,,,,13.0,3.0,11.0,9.0,33.3,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2021_2022
Nemanja Stevanović,SRB,GK,Partizan,29,1992,20,19,"1,773",19.7,,,,,,16.0,3.0,0.0,16.0,84.2,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2021_2022
Vladimir Stojković,SRB,GK,Partizan,38,1983,1,1,90,1.0,,,,,,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2021_2022
Rastko Suljagic,SRB,GK,Napredak Kruš,26,1995,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2021_2022
Nikola Vasiljević,BIH,"DF,GK",Napredak Kruš,25,1996,33,33,"2,970",33.0,,,,,,10.0,7.0,16.0,9.0,27.3,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2021_2022
Nikola Vujanac,SRB,GK,Novi Pazar,30,1991,23,22,"2,002",22.2,,,,,,6.0,8.0,8.0,5.0,22.7,5.0,5.0,0.0,0.0,0.0,Serbian_SuperLiga,2021_2022
Vuk Vukadinovic,SRB,GK,Radnik Surdulica,19,2002,1,0,11,0.1,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2021_2022
Goran Vukliš,BIH,GK,Vojvodina,31,1989,4,3,332,3.7,,,,,,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2021_2022
Alisson,BRA,GK,Liverpool,30,1992,28,28,"2,520",28.0,30.0,1.07,109.0,80.0,73.4,16.0,8.0,4.0,8.0,28.6,1.0,1.0,0.0,0.0,0.0,Premier_League,2023_2024
Alphonse Areola,FRA,GK,West Ham,30,1993,31,31,"2,699",30.0,53.0,1.77,188.0,136.0,74.5,11.0,9.0,11.0,4.0,12.9,7.0,5.0,2.0,0.0,28.6,Premier_League,2023_2024
Daniel Bentley,ENG,GK,Wolves,30,1993,5,3,383,4.3,7.0,1.64,15.0,8.0,53.3,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Martin Dúbravka,SVK,GK,Newcastle Utd,34,1989,23,22,"1,985",22.1,42.0,1.9,130.0,87.0,70.8,9.0,4.0,9.0,5.0,22.7,5.0,4.0,1.0,0.0,20.0,Premier_League,2023_2024
Ederson,BRA,GK,Manchester City,29,1993,33,33,"2,785",30.9,27.0,0.87,82.0,56.0,70.7,24.0,6.0,3.0,10.0,30.3,3.0,3.0,0.0,0.0,0.0,Premier_League,2023_2024
Łukasz Fabiański,POL,GK,West Ham,38,1985,10,7,721,8.0,21.0,2.62,53.0,33.0,66.0,3.0,1.0,3.0,1.0,14.3,3.0,3.0,0.0,0.0,0.0,Premier_League,2023_2024
Mark Flekken,NED,GK,Brentford,30,1993,37,37,"3,285",36.5,63.0,1.73,176.0,113.0,65.3,10.0,9.0,18.0,7.0,18.9,2.0,2.0,0.0,0.0,0.0,Premier_League,2023_2024
Wes Foderingham,ENG,GK,Sheffield Utd,32,1991,30,29,"2,649",29.4,79.0,2.68,204.0,130.0,63.7,3.0,4.0,22.0,1.0,3.4,6.0,5.0,0.0,1.0,0.0,Premier_League,2023_2024
Ivo Grbić,CRO,GK,Sheffield Utd,27,1996,9,9,771,8.6,25.0,2.92,59.0,36.0,57.6,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,,Premier_League,2023_2024
Dean Henderson,ENG,GK,Crystal Palace,26,1997,18,18,"1,620",18.0,30.0,1.67,86.0,57.0,66.3,8.0,4.0,6.0,4.0,22.2,1.0,1.0,0.0,0.0,0.0,Premier_League,2023_2024
Sam Johnstone,ENG,GK,Crystal Palace,30,1993,20,20,"1,796",20.0,27.0,1.35,67.0,41.0,62.7,5.0,6.0,9.0,6.0,30.0,2.0,2.0,0.0,0.0,0.0,Premier_League,2023_2024
Thomas Kaminski,BEL,GK,Luton Town,30,1992,38,38,"3,405",37.8,85.0,2.25,221.0,140.0,63.3,6.0,8.0,24.0,2.0,5.3,4.0,4.0,0.0,0.0,0.0,Premier_League,2023_2024
Loris Karius,GER,GK,Newcastle Utd,30,1993,1,1,90,1.0,4.0,4.0,7.0,4.0,42.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Caoimhín Kelleher,IRL,GK,Liverpool,24,1998,10,10,900,10.0,11.0,1.1,38.0,28.0,71.1,8.0,2.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Bernd Leno,GER,GK,Fulham,31,1992,38,38,"3,420",38.0,61.0,1.61,190.0,133.0,72.1,13.0,8.0,17.0,10.0,26.3,8.0,8.0,0.0,0.0,0.0,Premier_League,2023_2024
Emiliano Martínez,ARG,GK,Aston Villa,30,1992,34,34,"3,015",33.5,48.0,1.43,139.0,95.0,66.2,19.0,8.0,7.0,8.0,23.5,1.0,1.0,0.0,0.0,0.0,Premier_League,2023_2024
Remi Matthews,ENG,GK,Crystal Palace,29,1994,1,0,4,0.0,1.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Arijanet Muric,KVX,GK,Burnley,24,1998,10,10,900,10.0,16.0,1.6,78.0,62.0,80.8,2.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,Premier_League,2023_2024
Neto,BRA,GK,Bournemouth,34,1989,32,32,"2,880",32.0,55.0,1.72,165.0,110.0,69.7,10.0,9.0,13.0,7.0,21.9,6.0,5.0,1.0,0.0,16.7,Premier_League,2023_2024
Robin Olsen,SWE,GK,Aston Villa,33,1990,5,4,405,4.5,13.0,2.89,34.0,20.0,61.8,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,Premier_League,2023_2024
André Onana,CMR,GK,Manchester Utd,27,1996,38,38,"3,420",38.0,58.0,1.53,203.0,146.0,74.9,18.0,6.0,14.0,9.0,23.7,7.0,7.0,0.0,0.0,0.0,Premier_League,2023_2024
Stefan Ortega,GER,GK,Manchester City,30,1992,9,5,635,7.1,7.0,0.99,27.0,20.0,74.1,4.0,1.0,0.0,3.0,60.0,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Đorđe Petrović,SRB,GK,Chelsea,23,1999,23,22,"1,987",22.1,38.0,1.72,108.0,73.0,65.7,13.0,5.0,4.0,5.0,22.7,2.0,1.0,0.0,1.0,0.0,Premier_League,2023_2024
Jordan Pickford,ENG,GK,Everton,29,1994,38,38,"3,420",38.0,51.0,1.34,165.0,117.0,73.9,13.0,9.0,16.0,13.0,34.2,8.0,8.0,0.0,0.0,0.0,Premier_League,2023_2024
Nick Pope,ENG,GK,Newcastle Utd,31,1992,15,15,"1,345",14.9,16.0,1.07,58.0,42.0,72.4,9.0,2.0,4.0,5.0,33.3,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Ionuț Radu,ROU,GK,Bournemouth,26,1997,2,2,180,2.0,7.0,3.5,11.0,4.0,36.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Aaron Ramsdale,ENG,GK,Arsenal,25,1998,6,6,540,6.0,5.0,0.83,14.0,9.0,64.3,5.0,1.0,0.0,2.0,33.3,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
David Raya,ESP,GK,Arsenal,27,1995,32,32,"2,880",32.0,24.0,0.75,69.0,45.0,68.1,23.0,4.0,5.0,16.0,50.0,3.0,2.0,1.0,0.0,33.3,Premier_League,2023_2024
José Sá,POR,GK,Wolves,30,1993,35,35,"3,037",33.7,58.0,1.72,188.0,131.0,73.4,12.0,7.0,16.0,4.0,11.4,8.0,8.0,0.0,0.0,0.0,Premier_League,2023_2024
Robert Sánchez,ESP,GK,Chelsea,25,1997,16,16,"1,433",15.9,25.0,1.57,78.0,52.0,70.5,5.0,4.0,7.0,3.0,18.8,3.0,2.0,1.0,0.0,33.3,Premier_League,2023_2024
Matz Sels,BEL,GK,Nott'ham Forest,31,1992,16,16,"1,440",16.0,27.0,1.69,61.0,36.0,57.4,4.0,4.0,8.0,1.0,6.3,1.0,1.0,0.0,0.0,0.0,Premier_League,2023_2024
James Shea,ENG,GK,Luton Town,32,1991,1,0,15,0.2,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
Jason Steele,ENG,GK,Brighton,32,1990,17,17,"1,530",17.0,34.0,2.0,74.0,42.0,58.1,5.0,4.0,8.0,2.0,11.8,3.0,3.0,0.0,0.0,0.0,Premier_League,2023_2024
Thomas Strakosha,ALB,GK,Brentford,28,1995,2,1,135,1.5,2.0,1.33,8.0,6.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Premier_League,2023_2024
James Trafford,ENG,GK,Burnley,20,2002,28,28,"2,520",28.0,62.0,2.21,166.0,106.0,65.7,3.0,5.0,20.0,2.0,7.1,5.0,5.0,0.0,0.0,0.0,Premier_League,2023_2024
Mark Travers,IRL,GK,Bournemouth,24,1999,4,4,360,4.0,5.0,1.25,18.0,13.0,77.8,2.0,0.0,2.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,Premier_League,2023_2024
Matt Turner,USA,GK,Nott'ham Forest,29,1994,17,17,"1,530",17.0,28.0,1.65,80.0,52.0,67.5,4.0,5.0,8.0,2.0,11.8,2.0,2.0,0.0,0.0,0.0,Premier_League,2023_2024
Bart Verbruggen,NED,GK,Brighton,20,2002,21,21,"1,890",21.0,28.0,1.33,91.0,63.0,72.5,7.0,8.0,6.0,4.0,19.0,3.0,3.0,0.0,0.0,0.0,Premier_League,2023_2024
Guglielmo Vicario,ITA,GK,Tottenham,26,1996,38,38,"3,420",38.0,61.0,1.61,167.0,109.0,67.7,20.0,6.0,12.0,7.0,18.4,7.0,7.0,0.0,0.0,0.0,Premier_League,2023_2024
Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,29,1994,5,5,450,5.0,12.0,2.4,22.0,10.0,50.0,1.0,0.0,4.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,Premier_League,2023_2024
Ivan Andonov,BUL,GK,Levski Sofia,19,2003,2,2,180,2.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Plamen Andreev,BUL,GK,Levski Sofia,18,2004,30,29,"2,686",29.8,,,,,,16.0,7.0,6.0,14.0,48.3,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Federico Barrios,COL,GK,Botev Vratsa,26,1996,23,23,"2,070",23.0,,,,,,4.0,4.0,15.0,5.0,21.7,4.0,4.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Gustavo Busatto,BRA,GK,CSKA Sofia,32,1990,33,33,"2,929",32.5,,,,,,19.0,7.0,7.0,15.0,45.5,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Petar Debarliev,BUL,GK,PFC Hebar Pazardzhik,32,1991,20,20,"1,800",20.0,,,,,,4.0,4.0,12.0,4.0,20.0,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Ivan Dichevski,BUL,GK,Arda,22,2001,3,3,270,3.0,,,,,,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Ivan Dyulgerov,BUL,GK,Cherno More,24,1999,35,35,"3,143",34.9,,,,,,22.0,9.0,4.0,13.0,37.1,4.0,4.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Dimitar Evtimov,BUL,GK,CSKA Sofia,29,1993,3,2,215,2.4,,,,,,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Rodrigo Garcìa,ARG,GK,Beroe,31,1992,25,24,"2,140",23.8,,,,,,10.0,3.0,11.0,7.0,29.2,3.0,3.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Baboucarr Gaye,GAM,GK,Lokomotiv Sofia,25,1998,3,3,270,3.0,,,,,,0.0,1.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Yanko Georgiev,BUL,GK,FK Levski 2005,34,1988,29,29,"2,610",29.0,,,,,,11.0,10.0,8.0,9.0,31.0,6.0,6.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Anatoli Gospodinov,BUL,GK,Arda,29,1994,33,33,"2,970",33.0,,,,,,13.0,8.0,12.0,12.0,36.4,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Henadii Haniev,UKR,GK,CSKA 1948,33,1990,4,4,326,3.6,,,,,,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Hidajet Hankić,BIH,GK,Botev Plovdiv,29,1994,21,21,"1,890",21.0,,,,,,10.0,6.0,5.0,8.0,38.1,3.0,3.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Dinko Horkaš,CRO,GK,Loko Plovdiv,24,1999,21,21,"1,890",21.0,,,,,,12.0,5.0,4.0,7.0,33.3,3.0,3.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Damyan Hristov,BUL,GK,Ludogorets,20,2002,2,2,180,2.0,,,,,,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Matvei Igonen,EST,GK,PFC Hebar Pazardzhik,26,1996,15,15,"1,350",15.0,,,,,,5.0,3.0,7.0,5.0,33.3,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Matvei Igonen,EST,GK,Botev Plovdiv,26,1996,7,7,630,7.0,,,,,,1.0,1.0,5.0,1.0,14.3,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Zharko Istatkov,BUL,GK,Lokomotiv Sofia,19,2004,3,2,219,2.4,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Daniel Kajzer,POL,GK,Botev Plovdiv,31,1992,7,7,630,7.0,,,,,,1.0,2.0,4.0,1.0,14.3,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Mario Kirev,BUL,GK,Pirin Blagoevgrad,33,1989,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Krasimir Kostov,BUL,GK,Botev Vratsa,28,1995,12,12,"1,080",12.0,,,,,,5.0,2.0,5.0,1.0,8.3,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Maksym Kovalov,UKR,GK,Pirin Blagoevgrad,23,2000,34,34,"3,060",34.0,,,,,,7.0,11.0,16.0,7.0,20.6,5.0,5.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Nikolay Krastev,BUL,GK,Slavia Sofia,26,1996,10,10,899,10.0,,,,,,3.0,1.0,6.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Martin Lukov,BUL,GK,Loko Plovdiv,30,1993,2,2,180,2.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Juan Lungarzo,ARG,GK,Beroe,25,1997,2,2,153,1.7,,,,,,0.0,1.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Aleksandar Lyubenov,BUL,GK,Lokomotiv Sofia,28,1995,30,30,"2,661",29.6,,,,,,11.0,5.0,14.0,8.0,26.7,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Blagoy Makendzhiev,BUL,GK,FK Levski 2005,35,1988,6,6,531,5.9,,,,,,2.0,0.0,4.0,2.0,33.3,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Petar Marinov,BUL,GK,CSKA 1948,23,2000,15,15,"1,350",15.0,,,,,,3.0,6.0,6.0,2.0,13.3,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Angel Martinov,BUL,GK,Etar,20,2003,3,3,232,2.6,,,,,,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Nikolay Mihaylov,BUL,GK,Levski Sofia,35,1988,4,4,284,3.2,,,,,,3.0,0.0,1.0,3.0,75.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Arthur Motta,BRA,GK,Beroe,21,2001,10,9,852,9.5,,,,,,2.0,2.0,5.0,2.0,22.2,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Daniel Naumov,BUL,GK,CSKA 1948,25,1998,18,17,"1,560",17.3,,,,,,7.0,7.0,3.0,7.0,41.2,3.0,3.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Sergio Padt,NED,GK,Ludogorets,33,1990,17,17,"1,530",17.0,,,,,,16.0,1.0,0.0,11.0,64.7,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Plamen Pepelyashev,BUL,GK,Ludogorets,19,2003,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Georgi Petkov,BUL,GK,Slavia Sofia,47,1976,1,0,1,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Nikolay Prandzhev,BUL,GK,FK Levski 2005,17,2005,1,0,9,0.1,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Kristijan Sekulić,SVN,GK,Etar,23,2000,5,4,398,4.4,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Hristiyan Slavkov,BUL,GK,Cherno More,20,2003,1,0,7,0.1,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Simon Sluga,CRO,GK,Ludogorets,30,1993,15,15,"1,350",15.0,,,,,,9.0,3.0,3.0,8.0,53.3,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Stefan Smarkalev,BUL,GK,Botev Plovdiv,16,2007,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Kristian Tomov,BUL,GK,Loko Plovdiv,20,2002,12,12,"1,080",12.0,,,,,,4.0,2.0,6.0,1.0,8.3,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Martin Velickov,BUL,GK,Etar,23,1999,28,28,"2,520",28.0,,,,,,3.0,4.0,21.0,2.0,7.1,2.0,2.0,0.0,0.0,0.0,Bulgarian_First_League,2023_2024
Svetoslav Vutsov,BUL,GK,Slavia Sofia,21,2002,26,26,"2,340",26.0,,,,,,9.0,6.0,11.0,6.0,23.1,0.0,0.0,0.0,0.0,,Bulgarian_First_League,2023_2024
Justin Bijlow,NED,GK,Feyenoord,23,1998,22,22,"1,980",22.0,22.0,1.0,67.0,46.0,73.1,14.0,3.0,5.0,9.0,40.9,4.0,4.0,0.0,0.0,0.0,Eredivisie,2021_2022
Janis Blaswich,GER,GK,Heracles Almelo,30,1991,22,22,"1,980",22.0,29.0,1.32,96.0,67.0,71.9,7.0,4.0,11.0,5.0,22.7,5.0,2.0,2.0,1.0,50.0,Eredivisie,2021_2022
Pieter Bos,NED,GK,Cambuur,24,1997,6,5,459,5.1,11.0,2.16,42.0,31.0,73.8,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Mattijs Branderhorst,NED,GK,NEC Nijmegen,27,1993,34,34,"3,060",34.0,52.0,1.53,164.0,112.0,70.1,10.0,8.0,16.0,10.0,29.4,4.0,3.0,1.0,0.0,25.0,Eredivisie,2021_2022
Jorn Brondeel,BEL,GK,Willem II,27,1993,2,2,104,1.2,1.0,0.87,7.0,6.0,85.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Koen Bucker,NED,GK,Heracles Almelo,25,1996,12,12,"1,080",12.0,20.0,1.67,75.0,55.0,73.3,2.0,3.0,7.0,3.0,25.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Joel Castro Pereira,POR,GK,RKC Waalwijk,25,1996,2,2,180,2.0,3.0,1.5,9.0,6.0,77.8,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,Eredivisie,2021_2022
Tim Coremans,NED,GK,Sparta R'dam,30,1991,3,3,270,3.0,4.0,1.33,13.0,11.0,69.2,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Jeffrey De Lange,NED,GK,Twente,23,1998,2,2,180,2.0,5.0,2.5,11.0,6.0,54.5,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Connor van den Berg,NED,GK,Willem II,20,2001,1,0,74,0.8,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Joel Drommel,NED,GK,PSV Eindhoven,24,1996,26,26,"2,340",26.0,32.0,1.23,77.0,47.0,58.4,20.0,2.0,4.0,7.0,26.9,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Jay Gorter,NED,GK,Ajax,21,2000,1,1,90,1.0,2.0,2.0,6.0,4.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Warner Hahn,SUR,GK,Go Ahead Eag,29,1992,19,19,"1,710",19.0,31.0,1.63,106.0,75.0,74.5,6.0,3.0,10.0,5.0,26.3,4.0,4.0,0.0,0.0,0.0,Eredivisie,2021_2022
Jeroen Houwen,NED,GK,Vitesse,25,1996,15,15,"1,305",14.5,24.0,1.66,64.0,41.0,65.6,7.0,2.0,6.0,2.0,13.3,2.0,2.0,0.0,0.0,0.0,Eredivisie,2021_2022
Fabian de Keijzer,NED,GK,Utrecht,21,2000,14,14,"1,214",13.5,17.0,1.26,58.0,42.0,74.1,4.0,5.0,5.0,2.0,14.3,2.0,2.0,0.0,0.0,0.0,Eredivisie,2021_2022
Kostas Lamprou,GRE,GK,Zwolle,29,1991,34,34,"3,060",34.0,52.0,1.53,175.0,126.0,72.0,7.0,6.0,21.0,6.0,17.6,4.0,3.0,0.0,1.0,0.0,Eredivisie,2021_2022
Benjamin van Leer,NED,GK,Sparta R'dam,29,1992,2,1,157,1.7,4.0,2.29,12.0,8.0,75.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Eredivisie,2021_2022
Peter Leeuwenburgh,NED,GK,Groningen,27,1994,34,34,"3,060",34.0,55.0,1.62,162.0,109.0,67.3,9.0,9.0,16.0,4.0,11.8,2.0,2.0,0.0,0.0,0.0,Eredivisie,2021_2022
Issam El Maach,MAR,GK,RKC Waalwijk,21,2000,1,1,90,1.0,3.0,3.0,14.0,11.0,85.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Eredivisie,2021_2022
Ofir Marciano,ISR,GK,Feyenoord,31,1989,12,12,"1,080",12.0,12.0,1.0,40.0,28.0,70.0,8.0,2.0,2.0,4.0,33.3,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Xavier Mous,NED,GK,Heerenveen,25,1995,16,15,"1,395",15.5,20.0,1.29,69.0,50.0,73.9,4.0,3.0,8.0,3.0,20.0,2.0,2.0,0.0,0.0,0.0,Eredivisie,2021_2022
Erwin Mulder,NED,GK,Heerenveen,32,1989,19,19,"1,665",18.5,30.0,1.62,81.0,50.0,69.1,7.0,5.0,7.0,5.0,26.3,6.0,5.0,1.0,0.0,16.7,Eredivisie,2021_2022
Yvon Mvogo,SUI,GK,PSV Eindhoven,27,1994,8,8,720,8.0,10.0,1.25,38.0,28.0,78.9,6.0,1.0,1.0,2.0,25.0,2.0,2.0,0.0,0.0,0.0,Eredivisie,2021_2022
Andries Noppert,NED,GK,Go Ahead Eag,27,1994,15,15,"1,350",15.0,20.0,1.33,73.0,54.0,72.6,4.0,3.0,8.0,3.0,20.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Eric Oelschlägel,GER,GK,Utrecht,25,1995,4,3,316,3.5,6.0,1.71,16.0,11.0,62.5,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Maduka Okoye,NGA,GK,Sparta R'dam,21,1999,30,30,"2,633",29.3,40.0,1.37,135.0,94.0,73.3,8.0,9.0,13.0,6.0,20.0,5.0,4.0,1.0,0.0,20.0,Eredivisie,2021_2022
André Onana,CMR,GK,Ajax,25,1996,6,6,540,6.0,10.0,1.67,18.0,8.0,44.4,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Yanick van Osch,NED,GK,Fortuna Sittard,24,1997,32,32,"2,880",32.0,63.0,1.97,190.0,127.0,67.4,10.0,5.0,17.0,8.0,25.0,2.0,1.0,1.0,0.0,50.0,Eredivisie,2021_2022
Maarten Paes,IDN,GK,Utrecht,23,1998,17,17,"1,530",17.0,23.0,1.35,67.0,44.0,67.2,8.0,4.0,5.0,5.0,29.4,2.0,1.0,1.0,0.0,50.0,Eredivisie,2021_2022
Remko Pasveer,NED,GK,Ajax,37,1983,20,20,"1,800",20.0,4.0,0.2,41.0,37.0,90.2,16.0,2.0,2.0,17.0,85.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Robbin Ruiter,NED,GK,Willem II,34,1987,1,1,90,1.0,4.0,4.0,9.0,5.0,55.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Markus Schubert,GER,GK,Vitesse,23,1998,20,19,"1,755",19.5,27.0,1.38,72.0,46.0,66.7,8.0,4.0,7.0,6.0,31.6,3.0,3.0,0.0,0.0,0.0,Eredivisie,2021_2022
Maarten Stekelenburg,NED,GK,Ajax,38,1982,7,7,630,7.0,3.0,0.43,13.0,10.0,76.9,5.0,2.0,0.0,5.0,71.4,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Sonny Stevens,NED,GK,Cambuur,29,1992,29,29,"2,601",28.9,59.0,2.04,164.0,106.0,64.6,11.0,6.0,12.0,4.0,13.8,2.0,1.0,0.0,1.0,0.0,Eredivisie,2021_2022
Lars Unnerstall,GER,GK,Twente,31,1990,32,32,"2,880",32.0,32.0,1.0,121.0,90.0,73.6,19.0,8.0,5.0,12.0,37.5,1.0,0.0,1.0,0.0,100.0,Eredivisie,2021_2022
Etienne Vaessen,SUR,GK,RKC Waalwijk,26,1995,31,31,"2,790",31.0,45.0,1.45,154.0,108.0,73.4,8.0,11.0,12.0,5.0,16.1,6.0,4.0,1.0,1.0,20.0,Eredivisie,2021_2022
Hobie Verhulst,NED,GK,AZ Alkmaar,28,1993,2,2,180,2.0,2.0,1.0,4.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
