Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Ben Travis Wörndl,de GER,MF,Ried,19,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Julian Turi,at AUT,DF,Ried,21,2001,19,13,"1,327",14.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Cem Türkmen,tr TUR,MF,SC Austria Lustenau,20,2002,29,18,"1,349",15.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Andreas Ulmer,at AUT,DF,RB Salzburg,36,1985,21,15,"1,373",15.3,0,5,5,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,Matches
David Ungar,at AUT,"DF,MF",Ried,22,2000,27,27,"2,262",25.1,0,0,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,Matches
Moses Usor,ng NGA,MF,LASK,20,2002,16,11,958,10.6,1,1,2,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19,Matches
Cem Üstündag,at AUT,MF,WSG Tirol,21,2001,6,1,230,2.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Fredy Valencia,co COL,MF,LASK,20,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ignace Van Der Brempt,be BEL,DF,RB Salzburg,20,2002,15,6,623,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nikolas Veratschnig,at AUT,"DF,MF",Wolfsberger AC,19,2003,29,20,"1,778",19.8,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
Nikos Vergos,gr GRE,FW,Wolfsberger AC,26,1996,11,2,315,3.5,1,1,2,0,1,1,1,0,0.29,0.29,0.57,0.00,0.29,Matches

William Vick,dk DEN,FW,Sturm Graz,19,2003,17,7,668,7.4,1,1,2,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,Matches
Dario Vizinger,hr CRO,"MF,FW",Wolfsberger AC,24,1998,5,2,243,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches
Romeo Vucic,at AUT,FW,Austria Wien,19,2003,9,1,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Alexander Walke,de GER,GK,RB Salzburg,39,1983,1,1,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Josef Weberbauer,at AUT,MF,Ried,24,1998,11,4,489,5.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Moritz Wels,at AUT,MF,Sturm Graz,17,2004,3,0,39,0.4,1,0,1,1,0,0,0,0,2.31,0.00,2.31,2.31,2.31,Matches
Jonas Wendlinger,at AUT,GK,Ried,22,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Christopher Wernitznig,at AUT,"DF,MF",SK Austria Klagenfurt,32,1990,31,23,"2,018",22.4,0,5,5,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,Matches
Nico Wiesinger,at AUT,DF,Ried,19,2003,2,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Philipp Wiesinger,at AUT,DF,LASK,28,1994,2,1,119,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Julian Wießmeier,de GER,MF,Ried,29,1992,21,13,"1,148",12.8,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
Luca Wimhofer,at AUT,MF,LASK,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kevin Wimmer,at AUT,DF,Rapid Wien,29,1992,10,8,723,8.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
